indicator,country,sum
2010-10,US,3388.0
2010-11,US,2404.0
2010-12,US,2259.0
2011-01,US,7220.0
2011-02,US,7054.0
2011-03,US,10252.0
2011-04,US,15367.0
2011-05,US,13766.0
2011-06,US,7480.0
2011-07,US,6544.0
2011-08,US,6784.0
2011-09,US,9096.0
2011-10,US,9440.0
2011-11,US,6846.0
2011-12,US,6663.0
2012-01,US,7701.0
2012-02,US,7050.0
2012-03,US,10575.0
2012-04,US,14766.0
2012-05,US,13490.0
2012-06,US,7902.0
2012-07,US,6288.0
2012-08,US,7157.0
2012-09,US,9727.0
2012-10,US,7989.0
2012-11,US,6366.0
2012-12,US,5255.0
2013-01,US,5353.0
2013-02,US,7758.0
2013-03,US,16614.0
2013-04,US,33822.0
2013-05,US,38048.0
2013-06,US,22694.0
2013-07,US,14299
2013-08,US,8960.0
2013-09,US,23871.0
2013-10,US,13089.0
2013-11,US,6979.0
2013-12,US,6048.0
2014-01,US,3697.0
2014-02,US,8431.0
2014-03,US,20123.0
2014-04,US,44776.0
2014-05,US,49857.0
2014-06,US,21787.0
2014-07,US,19850.0
2014-08,US,13648.0
2014-09,US,24387.0
2014-10,US,21233.0
2014-11,US,9209.0
2014-12,US,4728.0
2015-01,US,5743.0
2015-02,US,4442.0
2015-03,US,9180.0
2015-04,US,44823.0
2015-05,US,46925.0
2015-06,US,13136.0
2015-07,US,10861.0
2015-08,US,26838.0
2015-09,US,28462.0
2015-10,US,14038.0
2015-11,US,3615.0
2015-12,US,5898.0
2016-01,US,11737.0
2016-02,US,13266.0
2016-03,US,18757.0
2016-04,US,27915.0
2016-05,US,28092.0
2016-06,US,19600.0
2016-07,US,3804.0
2016-08,US,10946.0
2016-09,US,17319.0
2016-10,US,17047.0
2016-11,US,7715.0
2016-12,US,6563.0
2003-11,UY,16.0
2003-12,UY,3.0
2004-06,UY,1.0
2004-10,UY,1.0
2005-10,UY,1.0
2005-11,UY,1.0
2006-01,UY,1.0
2006-02,UY,1.0
2006-08,UY,1.0
2006-10,UY,2.0
2006-12,UY,3.0
2007-01,UY,2.0
2007-02,UY,4.0
2007-03,UY,2.0
2007-04,UY,3.0
2007-09,UY,2.0
2008-01,UY,2.0
2008-02,UY,1.0
2008-03,UY,1.0
2008-05,UY,1.0
2008-06,UY,1.0
2008-07,UY,1.0
2008-08,UY,1.0
2008-09,UY,7.0
2008-10,UY,3.0
2008-11,UY,2.0
2009-01,UY,1.0
2009-02,UY,1.0
2009-07,UY,1.0
2009-12,UY,5.0
2010-02,UY,1.0
2010-06,UY,1.0
2010-09,UY,1.0
2010-10,UY,3.0
2010-11,UY,1.0
2010-12,UY,1.0
2011-01,UY,2.0
2011-02,UY,1.0
2011-03,UY,9.0
2011-04,UY,6.0
2011-05,UY,1.0
2011-06,UY,1.0
2011-07,UY,1.0
2011-09,UY,2.0
2011-10,UY,2.0
2011-11,UY,3.0
2011-12,UY,9.0
2012-01,UY,7.0
2012-02,UY,2.0
2012-03,UY,3.0
2012-04,UY,7.0
2012-05,UY,3.0
2012-06,UY,1.0
2012-07,UY,1.0
2012-08,UY,1.0
2012-09,UY,3.0
2012-10,UY,3.0
2012-11,UY,1.0
2012-12,UY,7.0
2013-01,UY,2.0
2013-02,UY,4.0
2013-03,UY,9.0
2013-04,UY,3.0
2013-05,UY,6.0
2013-06,UY,2.0
2013-07,UY,2.0
2013-08,UY,2.0
2013-10,UY,3.0
2013-11,UY,1.0
2013-12,UY,5.0
2014-01,UY,2.0
2014-02,UY,1.0
2014-03,UY,2.0
2014-07,UY,3.0
2014-10,UY,2.0
2014-11,UY,2.0
2014-12,UY,2.0
2015-01,UY,1.0
2015-02,UY,1.0
2015-03,UY,1.0
2015-04,UY,2.0
2015-05,UY,1.0
2015-06,UY,1.0
2015-07,UY,1.0
2015-08,UY,1.0
2015-09,UY,1.0
2015-10,UY,5.0
2015-11,UY,5.0
2015-12,UY,3.0
2016-01,UY,4.0
2016-02,UY,12.0
2016-03,UY,8.0
2016-04,UY,8.0
2016-05,UY,8.0
2016-06,UY,4.0
2016-07,UY,2.0
2016-08,UY,2.0
2016-09,UY,4.0
2016-10,UY,24.0
2016-11,UY,3.0
2016-12,UY,6.0
2003-01,VE,4.0
2003-03,VE,1.0
2003-05,VE,1.0
2003-07,VE,2.0
2003-11,VE,1.0
2004-02,VE,2.0
2004-05,VE,1.0
2004-07,VE,2.0
2004-08,VE,1.0
2004-09,VE,4.0
2004-10,VE,4.0
2004-11,VE,1.0
2004-12,VE,1.0
2005-01,VE,3.0
2005-02,VE,15.0
2005-03,VE,2.0
2005-07,VE,2.0
2005-10,VE,2.0
2006-01,VE,2.0
2006-02,VE,46.0
2006-03,VE,2.0
2006-04,VE,1.0
2006-07,VE,3.0
2006-08,VE,1.0
2006-09,VE,1.0
2006-10,VE,1.0
2006-11,VE,2.0
2006-12,VE,5.0
2007-01,VE,40.0
2007-02,VE,23.0
2007-03,VE,20.0
2007-04,VE,5.0
2007-05,VE,6.0
2007-06,VE,2.0
2007-07,VE,2.0
2007-09,VE,1.0
2007-10,VE,1.0
2007-11,VE,1.0
2007-12,VE,1.0
2008-01,VE,28.0
2008-02,VE,32.0
2008-03,VE,4.0
2008-04,VE,5.0
2008-06,VE,2.0
2008-07,VE,1.0
2008-08,VE,3.0
2008-10,VE,10.0
2008-11,VE,2.0
2008-12,VE,3.0
2009-01,VE,2.0
2009-03,VE,1.0
2009-05,VE,2.0
2009-06,VE,1.0
2009-07,VE,1.0
2009-08,VE,6.0
2009-09,VE,3.0
2009-10,VE,3.0
2009-11,VE,3.0
2009-12,VE,7.0
2010-01,VE,6.0
2010-02,VE,4.0
2010-03,VE,14.0
2010-04,VE,7.0
2010-05,VE,3.0
2010-07,VE,1.0
2010-09,VE,3.0
2010-10,VE,9.0
2010-11,VE,6.0
2010-12,VE,8.0
2011-01,VE,6.0
2011-02,VE,6.0
2011-03,VE,10.0
2011-04,VE,7.0
2011-07,VE,4.0
2011-08,VE,2.0
2011-09,VE,3.0
2011-10,VE,3.0
2011-11,VE,5.0
2011-12,VE,4.0
2012-01,VE,9.0
2012-02,VE,15.0
2012-03,VE,9.0
2012-04,VE,5.0
2012-05,VE,6.0
2012-06,VE,3.0
2012-07,VE,4.0
2012-09,VE,2.0
2012-10,VE,1.0
2012-11,VE,8.0
2012-12,VE,21.0
2013-01,VE,14.0
2013-02,VE,8.0
2013-03,VE,9.0
2013-04,VE,5.0
2013-05,VE,35.0
2013-06,VE,6.0
2013-07,VE,9.0
2013-08,VE,9.0
2013-10,VE,6.0
2013-11,VE,1.0
2013-12,VE,17.0
2014-01,VE,13.0
2014-02,VE,7.0
2014-03,VE,13.0
2014-04,VE,6.0
2014-05,VE,1.0
2014-06,VE,13.0
2014-07,VE,4.0
2014-08,VE,5.0
2014-09,VE,2.0
2014-10,VE,7.0
2014-11,VE,2.0
2014-12,VE,8.0
2015-01,VE,9.0
2015-02,VE,6.0
2015-03,VE,20.0
2015-04,VE,5.0
2015-05,VE,35.0
2015-06,VE,1.0
2015-07,VE,62.0
2015-08,VE,29.0
2015-09,VE,8.0
2015-10,VE,13.0
2015-11,VE,10.0
2015-12,VE,12.0
2016-01,VE,4.0
2016-02,VE,9.0
2016-03,VE,16.0
2016-04,VE,10.0
2016-05,VE,16.0
2016-06,VE,12.0
2016-07,VE,9.0
2016-08,VE,6.0
2016-09,VE,27.0
2016-10,VE,20.0
2016-11,VE,24.0
2016-12,VE,16.0
